Flaschen ID,y_hat
1,50.0395055827554
2,47.86597741682242
3,48.05514496169927
4,27.258894622033356
5,26.435707150327108
6,27.714504359975855
7,27.96802274775604
8,26.848879543402944
9,26.91965421974421
10,27.534951189097097
11,27.45314124470233
12,27.52331183217361
13,28.056500380406344
14,27.589222432961744
15,28.066700147481555
16,28.273774731139696
17,27.005865628767523
18,26.874726199241557
19,27.999882626283515
20,26.78540131451384
21,27.734966696122566
22,27.961269020820843
23,25.240942768840487
24,28.095497304641867
25,26.74770956365791
26,27.102552807117174
27,27.547666683320355
28,27.40358377347846
29,49.33637061571989
30,48.93494926646156
31,49.97639983706027
32,49.47753718368869
33,50.32545076895719
34,49.40345687929838
35,49.752868552805175
36,48.77518843812781
37,48.488524288805905
38,49.96810872578028
39,49.71871470852008
40,51.15166690468528
41,49.26630846653112
42,49.09261032020465
43,49.09531261363193
44,51.394261380920675
45,48.2796180024542
46,49.53512178947553
47,48.33011513273524
48,48.88697742170561
49,49.9065294165807
50,25.622221318013697
51,27.031951782710426
52,26.319461961007534
53,27.423109897699593
54,27.578484226592586
55,25.906874494792877
56,27.370510314226
57,26.94468195213485
58,26.345436097893195
59,27.27027626687821
60,26.296471647435837
61,27.528568564752053
62,26.545948794275848
63,26.739426697800372
64,25.460688369697504
65,27.210171793611593
66,26.63828620224895
67,25.921219729515315
68,26.282323493660257
69,26.252481963218102
70,27.124839109132417
71,25.726124478385902
72,48.71532332741221
73,48.48235739485777
74,47.64367207238751
75,50.557215606254445
76,50.14185849993676
77,49.3156832010742
78,48.01091932352
79,50.49578333389251
80,49.727744208098486
81,50.93768786628433
82,49.07946584515557
83,49.27896271939754
84,50.05636869177844
85,49.93209616299454
86,49.44163804797031
87,50.19308916774
88,49.08317611712477
89,49.468643855891294
90,49.21998317558339
91,48.949841687299475
92,48.20556025233281
93,49.57051988371277
94,48.99233274384528
95,26.609265979542418
96,27.21122497145565
97,26.99739861754342
98,26.568198340756897
99,26.650379583424648
100,26.861513620349186
101,27.215407050615568
102,27.09252194819287
103,26.413440163761553
104,26.310596476360622
105,27.300225426898855
106,26.48162855215033
107,27.530186659661645
108,27.60602453661514
109,27.407063368086938
110,27.058541604860167
111,27.470062738939866
112,27.82397781051017
113,26.57873611931628
114,27.5890955433555
115,26.782802370251154
116,27.60532474716818
117,25.913135524419626
118,26.34675010940153
119,27.41645223111818
120,26.501322257476925
121,26.432903601078525
122,26.395519695236136
123,5.066109003569426
124,4.801132025627515
125,5.430358177638464
126,4.594847507921442
127,5.575397584967469
128,27.724155046035044
129,27.488085216875536
130,25.90981344858516
131,28.215970637697428
132,28.078727522951638
133,27.18736674047305
134,26.81653449992869
135,26.88027671914419
136,27.348670662554568
137,27.534778834265616
138,26.97332179735157
139,28.208423885331044
140,27.633702098227342
141,27.97845488713049
142,27.69069687258092
143,28.343522504434233
144,27.407581056867837
145,26.78749552937426
146,28.34237636065126
147,27.210749757732156
148,27.507964785375655
149,28.228863240219994
150,27.161688301296497
151,26.884690363859615
152,27.20161900459834
153,28.08378001010815
154,27.862885369296873
155,28.438051533713523
156,26.296135141317627
157,49.889018254073726
158,49.04798609167995
159,49.076022406333706
160,49.401506727682886
161,49.186181374287386
162,50.14333429776229
163,49.777113785901456
164,50.11485341273428
165,50.14720940553188
166,49.4564730890491
167,49.28174922687741
168,49.65417457835431
169,50.48393902447868
170,50.20023944509159
171,49.67476403052433
172,49.737834695038345
173,49.76658988341515
174,50.154354391541496
175,49.49076297436445
176,48.79410370207813
177,49.84025930438912
178,26.17939836689351
179,27.81076237561457
180,27.524812370034024
181,27.29902955916932
182,26.0462990532393
183,26.358965575500346
184,27.72358307667387
185,26.301962837011743
186,27.548731485154075
187,26.965464852162793
188,25.573333827706296
189,25.652986585133274
190,26.884756453118154
191,26.554837019052144
192,26.88437173068181
193,27.488033891171455
194,25.85210566889065
195,26.731195456666885
196,27.121021630832026
197,27.12287747808935
198,26.063660046840887
199,26.77466228124711
200,49.05793793424725
201,49.31380392851735
202,50.48989672775312
203,48.272581826466165
204,49.435028213297194
205,27.66125587638905
206,26.75503624515458
207,28.082881700294237
208,26.790805200909375
209,28.49781309511621
210,26.20684577374439
211,27.237275410704505
212,27.69166816471985
213,27.76078357532194
214,27.372775950796314
215,27.159627366332234
216,28.04314915780322
217,27.78926897793239
218,26.820175770125424
219,27.119794420211793
220,27.59297217360055
221,28.30868612092208
222,28.15517648486711
223,27.12532032138016
224,27.74557238092155
225,27.178903170433554
226,26.851373540556946
227,28.63420420723392
228,27.57737640500249
229,28.75674250886787
230,49.3279047726437
231,49.02182116176738
232,48.813024881404836
233,48.78582987682161
234,49.321418261940536
235,48.65682349923296
236,49.17159629526317
237,49.14105319340606
238,48.973547410274335
239,48.126982097816544
240,48.483830261087384
241,48.954432769657245
242,49.468650304923315
243,50.21649523110673
244,48.50928509446597
245,50.031640749559955
246,49.243849124855316
247,48.22553338624539
